INN,52_1,26_1,10_1,205_1,186_1,18_1,48_1,60_1,198_1,233_1,160_1,142_1,227_1,114_1,22_1,50_1,133_1,24_1,52_2,26_2,10_2,205_2,186_2,18_2,48_2,60_2,198_2,233_2,160_2,142_2,227_2,114_2,22_2,50_2,133_2,24_2,52_3,26_3,10_3,205_3,186_3,18_3,48_3,60_3,198_3,233_3,160_3,142_3,227_3,114_3,22_3,50_3,133_3,24_3,curr_year,is_closed
2329023693,0,23876000,0,0,0,0,0,163000,0,0,0,0,0,0,0,0,0,0,0,17933000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21023000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2361004889,0,4650000,0,0,0,0,0,0,0,0,0,0,0,0,109000,0,0,0,0,6652000,0,0,0,0,0,0,0,0,0,0,0,0,160000,0,0,0,0,3636000,0,0,0,0,0,0,0,0,0,0,0,0,210000,0,0,0,2015,0
2361004920,0,2952000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2301074419,0,10963000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10963000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10963000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2315160379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2361005138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2315160932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2404014130,0,113000,0,0,0,0,0,0,0,103000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7701886799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-925000,0,0,0,0,0,2015,0
1901098836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2320185876,0,5464000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7448000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2361005723,0,5781000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6424000,0,0,0,0,0,0,0,0,0,0,0,852000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283000,0,0,0,0,2015,0
2277012088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2225113180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2224143658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2411021000,0,254000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254000,0,254000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254000,0,254000,0,0,0,0,0,0,0,0,0,0,0,27000,0,0,0,254000,2015,1
2443038374,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,0,0,0,0,0,32228000,0,0,0,0,0,0,0,0,0,0,678000,172000,0,0,0,0,0,33294000,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,2015,0
2464230424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2447011415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2465248142,0,6548000,0,0,0,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,4669000,0,0,0,119000,0,0,0,0,0,0,0,1002000,0,0,0,0,0,1673000,0,0,0,987000,0,0,0,0,0,0,0,35000,0,0,0,0,2015,0
2311131000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2308174606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2348031883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2315103290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2315102994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2315103162,0,0,0,0,0,0,0,0,0,0,0,0,8736000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105306000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2310088560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
6142018773,0,1052000,0,0,0,0,0,0,0,0,0,0,0,-7000,0,0,0,0,0,1067000,0,0,0,0,0,0,0,0,0,0,0,-11000,0,0,0,0,0,1216000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2315108964,0,92903000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92903000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93181000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2341011461,0,1174000,0,0,0,0,0,111000,0,0,0,0,0,0,858000,0,0,0,0,355000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689000,0,0,0,0,0,111000,0,0,0,0,3774000,0,77000,0,0,0,2015,0
2301051034,0,52778000,0,25000,0,0,0,0,0,0,0,0,16851000,-3126000,0,0,0,0,0,53228000,0,14000,0,0,0,0,0,0,0,0,38834000,6472000,0,0,0,0,0,53639000,0,17000,0,0,0,0,0,0,0,0,33609000,31093000,0,0,0,0,2015,0
2342015250,0,429000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2330030328,0,49735000,0,0,0,0,0,1011000,0,0,0,0,0,0,4533000,0,0,0,0,49673000,0,0,0,0,0,1011000,0,0,0,0,0,0,4432000,0,0,0,4524000,51769000,0,0,0,0,0,1010000,4524000,0,0,653000,0,3180000,2170000,0,0,0,2015,1
2301050672,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2352036370,0,698000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1814000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2461114645,0,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2330031177,9202000,2504000,0,0,0,0,0,0,9202000,0,0,0,0,0,0,0,0,0,11250000,4051000,0,0,0,0,0,0,11250000,0,0,0,0,0,0,0,0,0,0,5248000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2310100665,0,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2312117470,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2224092153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2306026810,0,14469000,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,28579000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27885000,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,2015,0
2315116620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2315117895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2306027250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2315106879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2455024070,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2308112825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2315119853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2306030750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2221124600,0,44195000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36655000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52276000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2462200640,0,3173000,0,0,0,0,0,378000,0,0,0,0,0,0,342000,0,0,0,0,637000,0,0,0,0,0,379000,0,0,0,0,0,1000,234000,0,0,0,0,388000,0,0,0,0,0,377000,0,0,0,0,0,75000,234000,0,0,0,2015,0
2304049393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2225088304,0,10090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000,0,7625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000,0,8304000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,2015,0
2306031722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2311103228,0,37000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2135000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2791000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2465201049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2204035492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2310127586,0,7310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8878000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10232000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2308137890,0,8428000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10820000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11959000,0,0,0,0,0,0,0,0,0,0,0,0,708000,0,0,0,2015,0
2311104052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2315139909,0,303000,0,0,0,0,0,0,0,0,0,0,2855000,-303000,303000,0,0,0,0,76000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2315140196,0,1418612000,0,193275000,0,109442000,0,2298000,0,0,0,0,14724000,-295681000,2729000,0,0,280000,0,123979000,0,176632000,0,111767000,0,0,0,0,0,0,399682000,389261000,2704000,0,0,654000,0,1422950000,0,25483000,0,114091000,0,0,0,0,0,0,-1207662000,5149000,2363000,0,0,0,2015,0
2320159153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2302057494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2311107712,0,885000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2204038599,0,14357000,0,0,0,0,0,1332000,0,0,0,0,0,0,1332000,0,0,10000,0,21043000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,15886000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,2015,0
2315144296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2308146172,0,0,0,0,0,0,0,0,0,0,0,0,0,-740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2320165083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2308149938,0,720000,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,1338000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2365012633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2466215100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2466216538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8475000,0,0,0,8475000,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2204041471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2224129364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2339018029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2365013316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2361001461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,2015,0
2361001581,0,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
6167047208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2368002224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2361006318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2320190428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2339020317,0,4042000,0,0,0,0,0,0,0,1000,0,0,399000,-6000,0,0,0,0,0,3533000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2479000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2361006572,0,23542000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7218000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2466241816,0,12148000,0,0,0,0,0,0,0,0,0,0,64000,115000,0,0,0,11509000,0,12441000,0,0,0,0,0,0,0,0,0,0,-2333000,20000,0,0,0,11509000,0,44001000,0,0,0,0,0,0,0,41000,0,0,-1400000,1000,0,0,0,0,2015,0
2452200400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
6168056766,0,527000,0,0,0,0,0,0,0,0,0,0,0,1000,527000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-438000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,2015,0
2223581786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2315166839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2361006614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2315167335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2315168184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2315168265,0,1807000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2361007030,0,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2312184445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2301077882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2459014241,0,184000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2245003644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2315122976,0,105019000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105019000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105019000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2308118383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2331014985,0,34000,0,0,0,0,0,0,0,0,0,0,0,0,34000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
1901077191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2315125254,0,78152000,0,0,0,0,0,0,0,0,0,0,670308000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-534302000,0,0,0,0,0,0,97000,0,0,0,0,0,0,0,0,0,0,34209000,0,97000,0,0,0,2015,0
1434033804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2277010370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2320147246,0,196000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2358007576,0,617000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2469000150,0,36134000,0,0,0,0,0,15925000,0,0,0,0,-53000,182000,35438000,0,0,0,0,42142000,0,0,0,0,0,0,0,0,0,-9056000,0,0,35438000,0,0,0,0,45642000,0,123529000,0,0,0,0,0,0,0,14000000,0,0,17356000,0,0,0,2015,0
3525118128,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3663092731,0,0,0,0,0,0,0,0,0,0,0,0,0,1302000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,27078000,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,2015,1
3666179853,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
