INN,52_1,26_1,10_1,205_1,186_1,18_1,48_1,60_1,198_1,233_1,160_1,142_1,227_1,114_1,22_1,50_1,133_1,24_1,curr_year,is_closed
2315139480,0,74000,0,0,0,0,0,0,0,0,0,0,0,-7000,74000,0,0,0,2015,0
2404011386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2404011812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2311107328,0,0,0,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,2015,1
2364000956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2312155518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2310152871,0,27124000,0,0,0,0,0,377000,0,0,0,0,0,0,0,0,0,0,2015,0
2315168339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2315168811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4217081605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2452032700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2315127491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2315128576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2308127878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
2315131096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3665034372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3662179475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3444199457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3443920404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3443920429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3664207456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3328002621,0,0,0,0,0,0,0,0,0,0,0,0,0,186000,0,0,0,0,2015,0
3327121873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3123233498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3128100773,0,0,0,0,0,0,0,0,0,0,0,0,-2360000,52000,0,0,0,0,2015,1
3123351117,0,166000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3123361644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3123361740,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3123362670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3257028684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3241012760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3459003410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3455001645,0,6000,0,0,0,0,0,0,0,0,0,0,0,14000,6000,0,0,0,2015,1
3435307995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3444214465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3459012447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3435315844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3443120260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3444200617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3443122980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3461056699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3461056917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3444253538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3444253922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3459064413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3461058664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3328000374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3328000430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3666195118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3662188487,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,2015,1
3663099078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3663107297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3664128959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3665098658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3241013065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3257034800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3257036558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3245009101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3661053744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4825085838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3525275530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3664136540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3662992264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3663106776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3305793198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3329083197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3525322490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3525338780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3662994790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3663089721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3243502696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3528222984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3662214144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3627028956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3662216977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3307015845,0,56390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25129000,2015,0
3525349566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3525354326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3522002686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3629005129,0,15919000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3666093388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3428989592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3444168089,0,212000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3123203479,0,758501000,0,0,0,0,0,0,0,0,0,0,7765000,406000,0,0,0,338000,2015,0
3329058994,0,14640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3442109338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3662155308,0,215000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3662160717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3666169260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3439007544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3448033950,0,1188000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3305060634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3663067206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3528131166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
3444158997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3666153453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3327839897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3128071160,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3123289740,0,86000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3446043046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3435111329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3446043247,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3520007544,0,705000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
3666140045,0,6822000,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,2015,1
4214000020,9000,1953108000,0,0,0,0,55157000,36411000,9000,0,69000,0,725756000,52352000,4424000,0,0,0,2015,0
9108000972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
9102022480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
9111002761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
9104001340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
9102041563,0,751000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
9108007865,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
9102054280,0,231000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
9108103872,0,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
9102066127,0,907000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
9102069907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
9108108486,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
9102177405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
9102177099,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
9102179321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
9102179674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
9101031883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
9102192121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
9108111841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
9102197850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7810336587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7801272841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7804119369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7810336971,0,440000,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,2015,1
7814184783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7840023782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7820043205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7842026034,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,2015,0
7807069469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7816256909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7810343168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7810342703,0,311000,0,0,0,0,0,0,0,0,0,0,0,0,231000,0,0,0,2015,1
7816257243,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7838035100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7813221859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7801281035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7804203028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7801278508,0,1509000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7804210498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7801279646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7839036113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
6372020400,0,131000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7805590669,0,1861000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7813535220,0,2051000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7801578290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7805596318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4205307745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4345350620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
6312152948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4501188978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4501003634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4501198408,0,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4501198870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4501199708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4501203062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4630002893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4632186646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7805315920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7814550782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7807083086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7839039594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7839037879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7842496520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4909121000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4205261681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
6316203336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7810885731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7802208422,0,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4345369580,0,2568000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7810888524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
6317106127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
6330054904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
6319166932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
6321365396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4217164883,0,40000,0,0,0,0,0,0,0,0,0,0,0,16000,40000,0,0,0,2015,0
4217153200,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,2015,1
4217151740,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,2015,1
4205295666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4217160046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7810355438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7804234788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7810465007,0,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
6321012979,0,1428000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7841483207,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7814552275,0,30599000,0,0,0,0,0,0,0,0,0,0,0,0,458000,0,0,0,2015,0
7811553190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7814242788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4501205800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
6321317730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
6321304298,0,111000,0,0,0,0,0,0,0,0,0,0,0,0,111000,0,0,0,2015,1
6371005399,0,4856000,0,0,0,0,0,0,0,0,0,0,0,0,0,290000,0,0,2015,0
6324035710,0,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
6350019986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
6311159997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
6324042643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
6315005740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
6321324784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
6330059645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
6316022509,0,692000,0,0,0,0,206000,0,0,0,0,0,0,35000,0,0,0,0,2015,0
6318239271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
6325059174,0,2216000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
6319181063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4632195591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4345400230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4632209163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7802813170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7810887880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7839039925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7838492410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7839041040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7820044992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7802535290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7801588690,0,404000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7842059696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7840038651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7801605145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7811222261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4727002230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4727002400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4716040636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
5617022050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4716039260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4727001950,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,2015,0
4727001942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7811555327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7839042124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7702827980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4217163992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4223001196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4205300411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4223069941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7811230216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7811535715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7814278417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7806194192,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,2015,1
7811230512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7842063558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7810382583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7805628873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7842066990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7820330680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7810384037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7810891968,0,0,0,0,0,0,0,0,0,0,0,0,0,22000,0,0,0,0,2015,0
7805328005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7819318230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7806202326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4253027716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4217169264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4205310360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4205311244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,0,0,2015,0
4252009104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4205316355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4253031085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4205318881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4217174641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4230030582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7806506275,0,358000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7801557300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7810839622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7806461708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7805567564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7839453861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7801562861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4632164995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4345321877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4345329717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7842507147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7814593176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7802551968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7806514491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7842526252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7813238316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4345378721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4345401025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7805637846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7839050140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7816313547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7810472156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7841496132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7842522900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
6313546663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
6372022238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4909061738,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7838502932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
7816085259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7806529748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
6316203544,0,2381000,0,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,2015,0
6311155054,0,94000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
6325009430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4253006723,0,6029000,0,0,0,0,0,0,0,0,0,0,0,886000,0,0,0,0,2015,0
7805576978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
7806473848,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,2015,1
4510028498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4501199916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
4501200093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
