INN,STATUS,DATE
3908020173,"активное","06.11.2002"
3908027436,"активное","10.10.2003"
3908029627,"активное","27.10.2004"
3908037240,"активное","08.11.2006"
3908040074,"активное","13.08.2007"
3911015423,"ликвидированное","07.2017"
3911015575,"активное","31.03.2010"
3911016191,"активное","08.07.2015"
3911016890,"активное","04.10.2016"
3912014831,"активное","10.08.2017"
3913009175,"ликвидированное","07.2017"
3913501725,"активное","03.11.2009"
3913505590,"активное","06.03.2014"
3914014604,"активное","22.08.2003"
3914020693,"ликвидированное","05.2018"
3914020774,"активное","20.05.2015"
3914022010,"активное","13.05.2016"
3914800365,"активное","21.12.2010"
3914802700,"активное","21.01.2013"
3915009364,"активное","28.08.2015"
3915500854,"активное","23.01.2009"
3915501022,"активное","07.04.2009"
3915501047,"активное","07.04.2009"
3915503929,"активное","01.10.2012"
3916016621,"ликвидированное","08.2019"
3916503248,"активное","03.12.2012"
3916503255,"ликвидированное","06.2018"
3917009899,"ликвидированное","05.2019"
3917015691,"активное","19.11.2002"
3917022321,"активное","15.12.2004"
3917032961,"активное","31.01.2007"
3917036042,"ликвидированное","02.2019"
3917041370,"ликвидированное","11.2019"
3917042536,"активное","06.10.2015"
3917045840,"ликвидированное","04.2019"
3917045858,"активное","21.11.2016"
3917505223,"активное","24.09.2009"
3917505590,"в стадии ликвидации","11.2009"
3917505953,"активное","21.12.2009"
3917506450,"ликвидированное","02.2018"
3917506481,"активное","10.02.2010"
3917512005,"активное","08.08.2011"
3917512012,"активное","08.08.2011"
3917513591,"активное","12.01.2012"
3917514210,"активное","23.03.2012"
3917514475,"ликвидированное","11.2019"
3917515060,"активное","20.08.2012"
3917517726,"активное","26.07.2013"
3917521874,"активное","31.10.2014"
3918502056,"в стадии ликвидации","10.2010"
3918502602,"активное","20.07.2011"
3918502923,"активное","15.11.2011"
3918503356,"активное","10.04.2012"
3918503451,"активное","25.05.2012"
3918503571,"активное","10.08.2012"
3923005067,"ликвидированное","01.2019"
3923501770,"активное","08.07.2013"
4001007599,"активное","04.08.2009"
4003030917,"ликвидированное","11.2016"
4003031237,"активное","19.11.2010"
4003037863,"активное","03.10.2016"
4003038296,"активное","06.02.2017"
4004015975,"ликвидированное","10.2018"
4004019867,"активное","06.12.2016"
4007012080,"ликвидированное","10.2018"
4007016889,"в стадии ликвидации","01.2012"
4007018950,"активное","21.02.2014"
4007021374,"активное","27.12.2017"
4008005304,"ликвидированное","01.2020"
4011009820,"активное","28.11.2002"
4011029538,"активное","29.06.2016"
4012004991,"активное","15.02.2012"
4014003383,"активное","15.12.2002"
4015005312,"ликвидированное","04.2019"
4019000033,"ликвидированное","04.2014"
4019001887,"ликвидированное","11.2017"
4025016803,"активное","23.12.2002"
4025053989,"активное","14.11.2002"
4025069234,"активное","27.12.2002"
4025412571,"ликвидированное","05.2017"
4025413617,"активное","06.07.2007"
4025414410,"активное","12.09.2007"
4025421294,"ликвидированное","02.2013"
4025422604,"активное","16.07.2009"
4025425316,"активное","25.03.2010"
4025430080,"ликвидированное","01.2020"
4025440931,"активное","04.09.2014"
4025441808,"активное","02.12.2014"
4025442417,"активное","11.02.2015"
4025447020,"активное","01.08.2016"
4025451186,"активное","31.01.2018"
4025451203,"активное","05.02.2018"
4025451228,"активное","06.02.2018"
4025451757,"активное","18.04.2018"
4025451764,"активное","20.04.2018"
4027024486,"ликвидированное","04.2014"
4027082569,"активное","23.10.2007"
4027098079,"активное","02.03.2010"
4027101765,"ликвидированное","06.2019"
4027104195,"активное","30.05.2011"
4027113136,"ликвидированное","03.2019"
4027114605,"активное","05.06.2013"
4027117437,"ликвидированное","05.2019"
4027118053,"ликвидированное","02.2017"
4027118938,"активное","29.04.2014"
4027121803,"активное","26.11.2014"
4027123423,"ликвидированное","08.2019"
4027124593,"ликвидированное","02.2018"
4027125220,"активное","19.08.2015"
4027130043,"активное","31.08.2016"
4027132883,"активное","05.05.2017"
4028003369,"активное","02.08.2010"
4028043442,"ликвидированное","10.2017"
4028047140,"ликвидированное","11.2013"
4028054740,"ликвидированное","03.2019"
4028056307,"активное","13.03.2014"
4028056385,"активное","26.03.2014"
4028056931,"ликвидированное","01.2019"
4028057371,"активное","20.08.2014"
4028059273,"ликвидированное","07.2018"
4028059361,"активное","23.04.2015"
4028063086,"активное","14.10.2016"
4029024668,"активное","20.12.2002"
4029032193,"активное","05.07.2005"
4029035620,"активное","24.04.2007"
4029041712,"ликвидированное","12.2018"
4029045481,"активное","22.08.2011"
4029046848,"активное","18.05.2012"
4029051774,"активное","13.01.2015"
4029052930,"активное","28.07.2015"
4029053281,"ликвидированное","06.2019"
4029053605,"ликвидированное","03.2019"
4029055232,"активное","30.08.2016"
4029055521,"активное","27.10.2016"
4029056035,"активное","26.01.2017"
4029056109,"активное","06.02.2017"
4029057776,"активное","13.11.2017"
4029059685,"активное","26.11.2018"
4101093577,"ликвидированное","02.2019"
4101094637,"ликвидированное","07.2019"
4101097490,"активное","30.08.2004"
4101110857,"ликвидированное","09.2017"
4101111353,"активное","22.08.2006"
4101112188,"активное","05.10.2006"
4101114330,"активное","18.01.2007"
4101117362,"ликвидированное","09.2018"
4101119391,"активное","19.10.2007"
4101127145,"активное","17.11.2008"
4101130444,"ликвидированное","07.2017"
4101134590,"ликвидированное","08.2016"
4101134897,"активное","17.12.2009"
4101137802,"ликвидированное","04.2017"
4101138250,"активное","24.06.2010"
4101139292,"активное","20.08.2010"
4101140033,"ликвидированное","12.2016"
4101140876,"ликвидированное","05.2019"
4101145190,"активное","06.06.2011"
4101145835,"активное","12.07.2011"
4101149004,"ликвидированное","08.2019"
4101149766,"в стадии ликвидации","02.2012"
4101150465,"ликвидированное","08.2019"
4101150507,"активное","13.03.2012"
4101153265,"активное","14.08.2012"
4101155390,"ликвидированное","09.2018"
4101157541,"ликвидированное","05.2019"
4101158640,"активное","27.06.2013"
4101161918,"ликвидированное","01.2020"
4101165310,"активное","08.09.2014"
4101166264,"активное","05.11.2014"
4101166352,"активное","12.11.2014"
4101166433,"активное","19.11.2014"
4101168952,"ликвидированное","12.2016"
4101170045,"активное","05.06.2015"
4101170743,"активное","22.07.2015"
4101171169,"активное","18.08.2015"
4101171634,"активное","22.09.2015"
4101173825,"активное","04.02.2016"
4101179778,"ликвидированное","10.2019"
4101182033,"активное","01.11.2017"
4101183750,"активное","30.03.2018"
4102010862,"активное","10.07.2012"
4105039940,"активное","11.08.2011"
4105042510,"ликвидированное","05.2018"
4105043016,"активное","09.09.2013"
4105043425,"активное","04.02.2014"
4105046296,"активное","12.10.2016"
4108005890,"активное","17.03.2003"
4202024770,"активное","28.06.2004"
4202025767,"активное","14.03.2005"
4202033172,"активное","31.01.2008"
4202036021,"активное","08.12.2008"
4202036688,"ликвидированное","02.2018"
4202036960,"ликвидированное","08.2017"
4202038131,"активное","22.12.2009"
4202039343,"ликвидированное","09.2015"
4202042096,"ликвидированное","05.2018"
4202043879,"активное","18.06.2012"
4202044456,"активное","21.09.2012"
4202045876,"ликвидированное","09.2016"
4202048130,"активное","21.08.2014"
4202050393,"ликвидированное","02.2019"
4202052425,"активное","09.11.2017"
4202052697,"активное","08.02.2018"
4205001919,"активное","12.08.2002"
4205010511,"активное","04.12.2002"
4205023285,"активное","28.10.2002"
4205037619,"активное","19.08.2002"
4205039775,"активное","04.11.2002"
4205041260,"активное","28.11.2002"
4205041968,"активное","10.12.2002"
4205048000,"ликвидированное","07.2019"
4205056153,"активное","20.10.2003"
4205063295,"активное","30.03.2004"
4205066225,"активное","20.05.2004"
4205072846,"активное","05.10.2004"
4205078799,"активное","25.01.2005"
4205080276,"активное","15.02.2005"
4205096043,"активное","28.11.2005"
4205097047,"ликвидированное","02.2018"
4205101247,"активное","06.03.2006"
4205105080,"активное","27.04.2006"
4205110562,"активное","26.07.2006"
4205119519,"ликвидированное","02.2017"
4205121557,"ликвидированное","01.2017"
4205124004,"активное","22.02.2007"
4205125520,"активное","15.03.2007"
4205125600,"активное","16.03.2007"
4205130512,"ликвидированное","05.2015"
4205132661,"активное","04.07.2007"
4205133802,"в стадии ликвидации","07.2007"
4205138328,"активное","25.09.2007"
4205138656,"активное","01.10.2007"
4205142701,"активное","26.11.2007"
4205143504,"активное","06.12.2007"
4205152435,"активное","19.03.2008"
4205157867,"ликвидированное","03.2018"
4205164102,"активное","09.09.2008"
4205165755,"ликвидированное","07.2019"
4205173435,"активное","02.02.2009"
4205175489,"активное","27.02.2009"
4205176130,"активное","11.03.2009"
4205178031,"ликвидированное","03.2017"
4205179282,"ликвидированное","12.2016"
4205180753,"активное","01.06.2009"
4205181683,"активное","19.06.2009"
4205182221,"активное","09.07.2009"
4205185335,"активное","18.09.2009"
4205188270,"активное","10.11.2009"
4205189435,"ликвидированное","08.2018"
4205189523,"ликвидированное","11.2014"
4205191730,"ликвидированное","01.2017"
4205197732,"активное","12.04.2010"
4205198535,"активное","21.04.2010"
4205199553,"активное","07.05.2010"
4205200311,"активное","20.05.2010"
4205206024,"ликвидированное","07.2019"
4205206049,"активное","01.09.2010"
4205207444,"ликвидированное","02.2019"
4205207483,"ликвидированное","09.2016"
4205207966,"активное","04.10.2010"
4205208014,"ликвидированное","07.2018"
4205208166,"ликвидированное","04.2014"
4205208303,"ликвидированное","07.2019"
4205208504,"активное","13.10.2010"
4205208945,"активное","21.10.2010"
4205211225,error,error
4205211320,"активное","25.11.2010"
4205211722,"ликвидированное","11.2016"
4205212557,"активное","13.12.2010"
4205213624,"активное","28.12.2010"
4205213906,"ликвидированное","12.2019"
4205214339,"активное","24.01.2011"
4205214402,"активное","24.01.2011"
4205214917,"ликвидированное","09.2014"
4205215195,"активное","04.02.2011"
4205216209,"ликвидированное","08.2013"
4205216424,"ликвидированное","06.2015"
4205216512,"активное","21.02.2011"
4205216590,"активное","22.02.2011"
4205217379,"активное","04.03.2011"
4205217474,"ликвидированное","09.2013"
4205218044,"ликвидированное","07.2016"
4205218968,"ликвидированное","07.2015"
4205219457,"ликвидированное","09.2019"
4205219859,"ликвидированное","07.2015"
4205221079,"ликвидированное","10.2019"
4205222474,"активное","24.05.2011"
4205223238,"активное","07.06.2011"
4205223703,"активное","16.06.2011"
4205225813,"активное","27.07.2011"
4205227715,"активное","29.08.2011"
4205228035,"ликвидированное","04.2014"
4205228170,"ликвидированное","04.2016"
4205228902,"ликвидированное","02.2015"
4205229575,"ликвидированное","04.2015"
4205230002,"ликвидированное","04.2015"
4205230228,"активное","12.10.2011"
4205231528,"активное","01.11.2011"
4205233797,"ликвидированное","10.2019"
4205234913,"активное","21.12.2011"
4205235297,error,error
4205235586,"ликвидированное","07.2017"
4205236090,"активное","18.01.2012"
4205236100,"ликвидированное","07.2015"
4205236117,"ликвидированное","07.2014"
4205236830,"активное","27.01.2012"
4205238604,"ликвидированное","11.2016"
4205239809,"ликвидированное","03.2017"
4205241533,"активное","06.04.2012"
4205242030,"ликвидированное","07.2018"
4205242456,"ликвидированное","08.2019"
4205242921,"ликвидированное","12.2013"
4205245150,"ликвидированное","03.2018"
4205247944,"активное","23.07.2012"
4205248585,"ликвидированное","02.2019"
4205248666,"ликвидированное","02.2018"
4205249532,"ликвидированное","07.2015"
4205249807,"ликвидированное","11.2016"
4205250697,"ликвидированное","02.2018"
4205250873,"ликвидированное","11.2018"
4205251066,"активное","19.09.2012"
4205251348,"активное","25.09.2012"
4205251972,"ликвидированное","12.2015"
4205252983,"ликвидированное","11.2014"
4205253120,"ликвидированное","03.2018"
4205254405,"активное","15.11.2012"
4205256184,"активное","11.12.2012"
4205257082,"активное","26.12.2012"
4205257413,"ликвидированное","05.2017"
4205257830,"активное","18.01.2013"
4205257893,"активное","18.01.2013"
4205260688,"ликвидированное","02.2018"
4205260938,"ликвидированное","01.2019"
4205261681,"ликвидированное","06.2019"
4205262950,"активное","21.03.2013"
4205263696,"активное","02.04.2013"
4205265044,"активное","19.04.2013"
4205266827,"ликвидированное","10.2019"
4205268863,"ликвидированное","08.2015"
4205269056,"ликвидированное","07.2018"
4205269384,"активное","08.07.2013"
4205269673,"активное","15.07.2013"
4205269754,"ликвидированное","09.2019"
4205269970,"активное","19.07.2013"
4205271094,"ликвидированное","08.2019"
4205271577,"ликвидированное","02.2017"
4205273824,"активное","24.09.2013"
4205273831,"активное","24.09.2013"
4205276310,"ликвидированное","12.2018"
4205278413,"ликвидированное","09.2016"
4205278766,"активное","23.12.2013"
4205279520,"активное","14.01.2014"
4205279537,"активное","14.01.2014"
4205280490,"активное","31.01.2014"
4205281303,"активное","12.02.2014"
4205282924,"активное","06.03.2014"
4205283798,"активное","14.03.2014"
4205285033,"ликвидированное","07.2015"
4205285442,"активное","04.04.2014"
4205286950,"активное","25.04.2014"
4205287898,"активное","14.05.2014"
4205288443,"ликвидированное","02.2017"
4205288789,"активное","28.05.2014"
4205289775,"активное","16.06.2014"
4205291615,"ликвидированное","08.2017"
4205291870,"активное","23.07.2014"
4205293570,"активное","22.08.2014"
4205294052,"ликвидированное","11.2019"
4205295666,"активное","29.09.2014"
4205299879,"активное","05.12.2014"
4205300242,"ликвидированное","04.2018"
4205300411,"ликвидированное","08.2016"
4205301140,"активное","12.01.2015"
4205301493,"активное","16.01.2015"
4205302401,"активное","05.02.2015"
4205303412,"активное","25.02.2015"
4205304180,"активное","05.03.2015"
4205304222,"активное","06.03.2015"
4205306082,"активное","03.04.2015"
4205306491,"активное","13.04.2015"
4205306910,"активное","16.04.2015"
4205307086,"активное","17.04.2015"
4205307745,"активное","30.04.2015"
4205309686,"активное","09.06.2015"
4205310360,"ликвидированное","03.2017"
4205311244,"активное","10.07.2015"
4205311533,"в стадии ликвидации","07.2015"
4205311572,"ликвидированное","09.2018"
4205312110,"активное","24.07.2015"
4205312632,"ликвидированное","01.2020"
4205314118,"ликвидированное","08.2019"
4205315792,"ликвидированное","01.2020"
4205316355,"ликвидированное","06.2018"
4205316482,"активное","08.10.2015"
4205316690,"ликвидированное","03.2019"
4205316740,"ликвидированное","09.2018"
4205317824,"ликвидированное","07.2019"
4205317849,"ликвидированное","12.2018"
4205318017,"активное","03.11.2015"
4205318881,"активное","23.11.2015"
4205318930,"активное","24.11.2015"
4205319420,"активное","30.11.2015"
4205319469,"ликвидированное","12.2019"
4205319652,"активное","02.12.2015"
4205319853,"активное","08.12.2015"
4205322327,"активное","02.02.2016"
4205322334,"активное","02.02.2016"
4205323169,"в стадии ликвидации","02.2016"
4205323352,"ликвидированное","01.2020"
4205323458,"активное","20.02.2016"
4205324892,"ликвидированное","12.2018"
4205324927,"активное","23.03.2016"
4205325208,"ликвидированное","07.2019"
4205325818,"в стадии ликвидации","04.2016"
4205326057,"активное","11.04.2016"
4205326811,"ликвидированное","07.2019"
4205326924,"активное","21.04.2016"
4205327558,"активное","06.05.2016"
4205328015,"активное","18.05.2016"
4205329153,"ликвидированное","04.2019"
4205329192,"активное","06.06.2016"
4205330487,"ликвидированное","11.2019"
4205331360,"активное","26.07.2016"
4205331547,"ликвидированное","10.2018"
4205332050,"активное","08.08.2016"
4205332558,"активное","17.08.2016"
4205333921,"активное","15.09.2016"
4205334026,"активное","16.09.2016"
4205334869,"активное","06.10.2016"
4205335333,"активное","18.10.2016"
4205335654,"ликвидированное","10.2019"
4205335809,"ликвидированное","11.2019"
4205336087,"активное","02.11.2016"
4205336143,"ликвидированное","07.2019"
4205347530,"активное","18.11.2016"
4205347963,"активное","01.12.2016"
4205348075,"активное","02.12.2016"
4205349390,"ликвидированное","03.2019"
4205350155,"активное","27.01.2017"
4205350236,"ликвидированное","06.2019"
4205350726,"активное","13.02.2017"
4205351374,"ликвидированное","12.2019"
4205351568,"активное","02.03.2017"
4205352762,"активное","29.03.2017"
4205353075,"ликвидированное","08.2019"
4205353100,"активное","04.04.2017"
4205353572,"активное","13.04.2017"
4205354174,"активное","24.04.2017"
4205354512,"активное","02.05.2017"
4205354819,"в стадии ликвидации","05.2017"
4205355361,"активное","22.05.2017"
4205355668,"активное","29.05.2017"
4205355837,"активное","31.05.2017"
4205356220,"активное","08.06.2017"
4205356380,"активное","14.06.2017"
4205356728,"ликвидированное","10.2019"
4205356830,"ликвидированное","07.2019"
4205357827,"активное","14.07.2017"
4205357947,"активное","19.07.2017"
4205358161,"активное","24.07.2017"
4205359172,"активное","22.08.2017"
4205359207,"активное","22.08.2017"
4205359239,"ликвидированное","07.2019"
4205360851,"активное","06.10.2017"
4205361044,"активное","11.10.2017"
4205361809,"активное","03.11.2017"
4205362150,"активное","13.11.2017"
4205363700,"активное","22.12.2017"
4205364454,"ликвидированное","12.2019"
4205366074,"активное","26.02.2018"
4205367367,"активное","02.04.2018"
4205367487,"активное","04.04.2018"
4205369205,"активное","24.05.2018"
4205369445,"в стадии ликвидации","06.2018"
4205371395,"активное","26.07.2018"
4205371525,"активное","31.07.2018"
4205371973,"активное","16.08.2018"
4205371980,"активное","16.08.2018"
4205371998,"активное","16.08.2018"
4205373787,"активное","12.10.2018"
4205374371,"активное","29.10.2018"
4205374847,"активное","09.11.2018"
4205375537,"активное","30.11.2018"
4207006013,"активное","14.08.2002"
4211020187,"активное","08.05.2007"
4211021582,"ликвидированное","06.2019"
4211022032,"активное","17.09.2008"
4212012622,"активное","03.05.2006"
4212026946,"ликвидированное","09.2019"
4212034070,"активное","26.06.2012"
4212034489,"ликвидированное","10.2017"
4212035027,"активное","13.03.2013"
4212037391,"активное","28.01.2015"
4213010258,"активное","27.03.2013"
4213011974,"активное","22.01.2018"
4214000020,"активное","30.11.2002"
4214000118,"активное","20.11.2002"
4214013491,"ликвидированное","04.2016"
4214017383,"ликвидированное","12.2019"
4214027582,"активное","06.07.2007"
4214029928,"активное","29.10.2008"
4214031797,"ликвидированное","06.2018"
4214032857,"ликвидированное","01.2018"
4217045420,"активное","23.01.2003"
4217062659,"ликвидированное","03.2019"
4217074125,"активное","24.05.2005"
4217081605,"ликвидированное","04.2019"
4217083881,"ликвидированное","07.2017"
4217092149,"активное","13.04.2007"
4217093985,"активное","14.06.2007"
4217100079,"ликвидированное","11.2019"
4217112980,"активное","03.03.2009"
4217116760,"активное","28.07.2009"
4217119633,"активное","17.11.2009"
4217121537,"ликвидированное","11.2016"
4217122763,"активное","25.02.2010"
4217123069,"активное","09.03.2010"
4217124866,"ликвидированное","09.2014"
4217125355,"ликвидированное","09.2018"
4217127088,"активное","17.08.2010"
4217128853,"ликвидированное","11.2018"
4217131133,"активное","25.01.2011"
4217132120,"активное","24.02.2011"
4217133437,"ликвидированное","12.2016"
4217133839,"активное","25.04.2011"
4217134279,"ликвидированное","01.2016"
4217135850,"ликвидированное","01.2015"
4217136212,"активное","26.07.2011"
4217137914,"ликвидированное","09.2013"
4217137921,"ликвидированное","06.2014"
4217138178,"ликвидированное","08.2013"
4217138516,"ликвидированное","05.2017"
4217138957,"ликвидированное","09.2019"
4217139502,"ликвидированное","12.2018"
4217140900,"ликвидированное","12.2017"
4217140931,"активное","24.01.2012"
4217141903,"ликвидированное","06.2019"
4217143315,"активное","09.04.2012"
4217143499,"ликвидированное","06.2018"
4217143650,"активное","18.04.2012"
4217144044,"ликвидированное","06.2019"
4217144100,"активное","03.05.2012"
4217144326,"ликвидированное","11.2018"
4217145224,"активное","18.06.2012"
4217145760,"активное","05.07.2012"
4217146570,"ликвидированное","11.2016"
4217146901,"активное","17.08.2012"
4217147006,"активное","21.08.2012"
4217147366,"активное","03.09.2012"
4217147430,"активное","06.09.2012"
4217147461,"активное","07.09.2012"
4217147550,"активное","13.09.2012"
4217148419,"активное","12.10.2012"
4217148521,"активное","17.10.2012"
4217149564,"ликвидированное","03.2018"
4217150048,"активное","30.11.2012"
4217150094,"ликвидированное","02.2019"
4217150337,"ликвидированное","02.2019"
4217150351,"активное","11.12.2012"
4217150841,"ликвидированное","12.2016"
4217151490,"ликвидированное","04.2015"
4217151740,"в стадии ликвидации","02.2013"
4217152415,"ликвидированное","09.2017"
4217153056,"активное","29.03.2013"
4217153200,"ликвидированное","10.2017"
4217153546,"ликвидированное","10.2018"
4217154807,"активное","31.05.2013"
4217155543,"активное","02.07.2013"
4217156040,"активное","25.07.2013"
4217156113,"ликвидированное","12.2019"
4217156410,"активное","21.08.2013"
4217156508,"ликвидированное","11.2019"
4217156730,"ликвидированное","10.2019"
4217156811,"ликвидированное","05.2017"
4217157043,"ликвидированное","05.2016"
4217157212,"ликвидированное","04.2016"
4217159548,"ликвидированное","11.2019"
4217159690,"активное","23.01.2014"
4217160046,"ликвидированное","09.2018"
4217160984,"активное","18.03.2014"
4217161530,"ликвидированное","04.2015"
4217162639,"активное","28.05.2014"
4217163872,"активное","04.08.2014"
4217163992,"ликвидированное","04.2019"
4217164883,"активное","22.09.2014"
4217165220,"активное","08.10.2014"
4217165566,"активное","22.10.2014"
4217166591,"ликвидированное","05.2019"
4217166601,"ликвидированное","10.2018"
4217167860,"активное","02.02.2015"
4217168550,"активное","05.03.2015"
4217169183,"ликвидированное","03.2019"
4217169264,"активное","01.04.2015"
4217169810,"активное","23.04.2015"
4217170157,"активное","07.05.2015"
4217170213,"ликвидированное","11.2017"
4217170580,"активное","26.05.2015"
4217171070,"ликвидированное","05.2017"
4217171168,"активное","25.06.2015"
4217171538,"ликвидированное","08.2018"
4217171658,"активное","15.07.2015"
4217172098,"активное","06.08.2015"
4217172468,"активное","25.08.2015"
4217172500,"активное","01.09.2015"
4217172732,"ликвидированное","10.2018"
4217173302,"ликвидированное","03.2019"
4217174391,"активное","03.12.2015"
4217174627,"активное","09.12.2015"
4217174641,"ликвидированное","02.2019"
4217175187,"активное","20.01.2016"
4217175469,"активное","28.01.2016"
4217175821,"активное","24.02.2016"
4217176448,"активное","29.03.2016"
4217176455,"активное","31.03.2016"
4217176631,"активное","11.04.2016"
4217176688,"активное","13.04.2016"
4217177106,"ликвидированное","11.2017"
4217177201,"активное","06.05.2016"
4217177868,"в стадии ликвидации","06.2016"
4217178340,"ликвидированное","10.2017"
4217178685,"активное","11.08.2016"
4217179150,"ликвидированное","04.2017"
4217180405,"активное","09.11.2016"
4217180483,"активное","14.11.2016"
4217180589,"активное","18.11.2016"
4217180660,"ликвидированное","07.2019"
4217180684,"активное","23.11.2016"
4217181039,"активное","14.12.2016"
4217181141,"активное","20.12.2016"
4217181166,"активное","21.12.2016"
4217181430,"ликвидированное","03.2019"
4217181470,"ликвидированное","07.2019"
4217181670,"ликвидированное","07.2018"
4217181857,"ликвидированное","11.2019"
4217182586,"активное","20.03.2017"
4217182917,"активное","12.04.2017"
4217183004,"активное","18.04.2017"
4217183068,"активное","21.04.2017"
4217183396,"ликвидированное","04.2019"
4217183646,"активное","30.05.2017"
4217183780,"активное","06.06.2017"
4217183861,"ликвидированное","05.2019"
4217183910,"активное","14.06.2017"
4217184086,"ликвидированное","05.2019"
4217184544,"ликвидированное","04.2019"
4217184752,"ликвидированное","09.2018"
4217184801,"ликвидированное","07.2019"
4217184960,"активное","28.08.2017"
4217185770,"ликвидированное","04.2019"
4217185795,"активное","19.10.2017"
4217185812,"активное","19.10.2017"
4217186125,"активное","03.11.2017"
4217186132,"активное","03.11.2017"
4217186358,"активное","13.11.2017"
4217186950,"ликвидированное","04.2019"
4217187263,"в стадии ликвидации","01.2018"
4217188644,"активное","12.04.2018"
4217189581,"ликвидированное","08.2019"
4217190114,"активное","24.07.2018"
4217190160,"активное","25.07.2018"
4217190234,"активное","31.07.2018"
4217190562,"в стадии ликвидации","08.2018"
4217191559,"ликвидированное","12.2019"
4217192263,"ликвидированное","01.2020"
4218005653,"ликвидированное","05.2019"
4218016983,"активное","14.10.2002"
4218106316,"ликвидированное","01.2019"
4218107398,"активное","19.07.2010"
4220008394,"ликвидированное","06.2013"
4220030921,"ликвидированное","01.2019"
4220036320,"активное","13.02.2008"
4220037613,"ликвидированное","02.2018"
4220040790,"ликвидированное","08.2015"
4220041514,"ликвидированное","10.2017"
4220041592,"ликвидированное","02.2014"
4220041673,"ликвидированное","04.2016"
4221014721,"ликвидированное","03.2019"
4221022747,"ликвидированное","05.2019"
4221025561,"активное","04.09.2008"
4221027270,"ликвидированное","07.2016"
4221027640,"ликвидированное","12.2017"
4221028467,"активное","10.12.2009"
4221028964,"ликвидированное","09.2015"
4222015510,"активное","02.09.2015"
4223001196,"ликвидированное","08.2016"
4223016587,"активное","24.10.2014"
4223039190,"ликвидированное","10.2019"
4223053780,"активное","26.05.2011"
4223054046,"ликвидированное","07.2016"
4223056692,"ликвидированное","08.2015"
4223057174,"ликвидированное","01.2019"
4223060410,"ликвидированное","11.2017"
4223060610,"активное","28.06.2013"
4223060970,"ликвидированное","11.2016"
4223061396,"активное","18.09.2013"
4223062230,"ликвидированное","10.2017"
4223063957,"ликвидированное","01.2019"
4223069941,"ликвидированное","10.2016"
4223070168,"ликвидированное","07.2017"
4223071845,"активное","13.03.2015"
4223076787,"ликвидированное","01.2019"
4223076963,"ликвидированное","01.2019"
4223091520,"ликвидированное","11.2019"
4223097177,"активное","04.04.2016"
4223097346,"ликвидированное","12.2017"
4223106061,"активное","07.10.2016"
4223106199,"активное","17.10.2016"
4223112837,"ликвидированное","02.2019"
4223117384,"активное","03.03.2017"
4223117761,"активное","25.04.2017"
4223119286,"активное","17.07.2017"
4223119328,"в стадии ликвидации","07.2017"
4223119871,"активное","18.10.2017"
4223120041,"активное","01.11.2017"
4223120845,"ликвидированное","10.2019"
4223122715,"в стадии ликвидации","11.2018"
4223711580,"ликвидированное","11.2019"
4223714574,"ликвидированное","11.2018"
4223715673,"ликвидированное","05.2014"
4230010473,"активное","12.02.2014"
4230020217,"активное","23.08.2005"
4230020778,"активное","27.12.2005"
4230028833,"ликвидированное","06.2017"
4230030582,"активное","25.12.2015"
4230030670,"активное","27.01.2016"
4230030769,"активное","11.03.2016"
4238014695,"активное","10.07.2003"
4238019742,"ликвидированное","08.2018"
4238023690,"ликвидированное","03.2017"
4238024044,"активное","18.11.2009"
4238024365,"ликвидированное","08.2017"
4246003496,"активное","29.01.2003"
4246003993,"активное","25.02.2004"
4246008166,"активное","20.03.2007"
4246008832,"ликвидированное","12.2016"
4246008857,"активное","07.12.2007"
4246008960,"ликвидированное","01.2015"
4246019070,"ликвидированное","11.2016"
4246021689,"активное","15.11.2017"
4247004566,"активное","07.05.2004"
4250003259,"ликвидированное","08.2014"
4250003562,error,error
4250006080,"активное","29.09.2009"
4250007479,"ликвидированное","06.2019"
4250007711,"активное","23.11.2011"
4250008881,"ликвидированное","09.2019"
4250010707,"активное","15.01.2016"
4250011122,"активное","10.08.2016"
4250011500,"активное","20.02.2017"
4250011789,"активное","28.07.2017"
4252000951,"активное","18.01.2011"
4252001264,"ликвидированное","01.2015"
4252001546,"ликвидированное","04.2019"
4252002772,"активное","12.01.2012"
4252004650,"ликвидированное","06.2018"
4252004699,"активное","12.03.2013"
4252005068,"ликвидированное","03.2015"
4252005325,"ликвидированное","09.2019"
4252005614,"активное","15.11.2013"
4252005727,"активное","29.11.2013"
4252006008,"активное","27.01.2014"
4252006079,"активное","13.03.2014"
4252006086,"активное","14.03.2014"
4252006745,"активное","05.08.2014"
4252009104,"активное","28.07.2015"
4252010879,"активное","09.12.2015"
4252013301,"активное","13.02.2017"
4252013911,"ликвидированное","05.2018"
4252014697,"активное","07.03.2018"
4252014785,"ликвидированное","12.2019"
4253001154,"ликвидированное","04.2019"
4253001316,"активное","28.07.2011"
4253001877,"ликвидированное","05.2014"
4253002920,"ликвидированное","04.2017"
4253002976,"ликвидированное","02.2019"
4253003137,"активное","01.11.2011"
4253004469,"ликвидированное","02.2014"
4253005374,"активное","16.02.2012"
4253005582,"активное","01.03.2012"
4253006106,"ликвидированное","02.2019"
4253006723,"ликвидированное","12.2019"
4253007156,"ликвидированное","12.2016"
4253008417,"ликвидированное","03.2019"
4253009844,"ликвидированное","10.2017"
